Boar Stud,Inventory,Target,Inventory to target,Average Inventory,Total Non-Genetic Removals,% Non-Genetic Removals,14 Day Rest,Batches,Incomplete Batches,Missing Scores,Day 0,Day 1,Day 2,Day 3,Day 4,Day 5,Total Boars in Stud,Treated Boars,Treatment Rate,actual,target,Missed Index,WeekCommencing,yrwk,Collections,Treatments,Lutalyse Usage,scores,% Missing Scores,% 14 Day Rest,TScore,RScore,PScore,LScorea,LScoreb,LScore,Total
SPGNC,214,220,97.27272727,207.9230769,6,11.5427303,1,46,0,0,0,0,0,0,0,0,214,2.307692308,1.078360891,113.1059802,114.053983,0.948002844,19506,202322,163,3,1.840490798,276,0,0.46728972,3,3,2,2,2,2,10
SPGVA,270,292,92.46575342,275.2307692,7,10.17328116,0,78,0,0,0,0,0,0,0,0,270,0.846153846,0.313390313,111.5558837,114.5206904,1.962004438,19506,202322,163,0,0,468,0,0,3,3,2,2,0,2,10
MB 7081,183,200,91.5,187.6923077,11,23.44262295,1,33,0,0,0,0,0,0,0,0,183,1,0.546448087,103.4369934,103.4369934,0.016,19506,202322,86,1,1.162790698,198,0,0.546448087,3,3,2,2,2,2,10
MB 7082,208,200,104,202.9230769,5,9.855951478,0,32,0,0,0,0,0,0,0,0,208,1.461538462,0.702662722,106.3237224,106.3301817,0.003739552,19506,202322,89,1,1.123595506,192,0,0,3,3,2,2,2,2,10
MB 7092,535,250,214,446.6923077,25,22.38677458,0,46,0,0,0,0,0,0,0,0,535,8.461538462,1.581595974,105.5868116,105.6521798,0.065368239,19506,202322,365,10,2.739726027,276,0,0,3,3,2,2,2,2,10
MB 7093,482,450,107.1111111,451,21,18.62527716,1,53,0,0,0,0,0,0,0,0,482,1.153846154,0.239387169,105.5897915,105.6606543,0.070862861,19506,202322,281,4,1.423487544,318,0,0.20746888,3,3,2,2,2,2,10
MB 7094,457,450,101.5555556,412.5384615,17,16.48331158,17,28,0,0,0,0,0,0,0,0,457,2.230769231,0.488133311,106.7494027,106.7672219,0.017819215,19506,202322,355,10,2.816901408,168,0,3.719912473,3,2,2,2,2,2,9
MBW Cimarron,393,399,98.4962406,384.7692308,10,10.39584166,2,26,1,1,0,0,0,0,0,1,393,2,0.508905852,108.6091897,108.6993443,0.090154617,19506,202322,331,8,2.416918429,156,0.641025641,0.508905852,3,3,2,2,2,2,10
MBW Cyclone,293,403,72.70471464,336.5384615,15,17.82857143,16,46,0,0,0,0,0,0,0,0,294,2.923076923,0.994243851,101.2187441,101.5100137,0.511372269,19506,202322,249,14,5.62248996,276,0,5.460750853,3,1,2,1,1,1,7
MBW Yuma,182,203,89.65517241,170.6153846,10,23.44454463,0,27,0,0,0,0,0,0,0,0,182,1.384615385,0.760777684,105.7623968,105.7623968,0.637168142,19506,202322,96,3,3.125,162,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,171,200,85.5,161.4615385,22,54.50214388,0,9,0,0,0,0,0,0,0,0,171,0.384615385,0.224921278,100.7713681,100.7713681,0,19506,202322,122,0,0,54,0,0,3,3,2,2,0,2,10
SPG9644,359,0,0,355.3076923,9,10.13206322,9,31,0,0,0,0,0,0,0,0,359,0.769230769,0.214270409,104.7098318,104.7594357,0.049603878,19506,202322,271,7,2.58302583,186,0,2.506963788,3,2,2,2,2,2,9
SPGNC,214,220,97.27272727,207.9230769,6,11.5427303,1,46,0,0,0,0,0,0,0,0,214,2.307692308,1.078360891,113.1059802,114.053983,0.948002844,19506,202322,163,3,1.840490798,276,0,0.46728972,3,3,2,2,2,2,10
SPGVA,270,292,92.46575342,275.2307692,7,10.17328116,0,78,0,0,0,0,0,0,0,0,270,0.923076923,0.341880342,111.5558837,114.5206904,1.962004438,19506,202322,163,0,0,468,0,0,3,3,2,2,0,2,10
MB 7081,196,200,98,189.4615385,14,29.55745026,1,31,0,0,0,0,0,0,0,0,196,1.076923077,0.549450549,104.0327446,104.0442584,0.016878206,19513,202323,74,2,2.702702703,186,0,0.510204082,3,3,2,2,2,2,10
MB 7082,208,200,104,204.5384615,5,9.778112072,0,31,0,0,0,0,0,0,0,0,208,1.538461538,0.73964497,106.3274686,106.3274686,0.166666667,19513,202323,85,1,1.176470588,186,0,0,3,3,2,2,2,2,10
MB 7092,532,250,212.8,454.0769231,23,20.2608843,2,46,0,0,0,0,0,0,0,0,532,8.923076923,1.677270098,106.6805594,106.69817,0.017610602,19513,202323,340,6,1.764705882,276,0,0.37593985,3,3,2,2,2,2,10
MB 7093,481,450,106.8888889,456.6153846,20,17.52021563,1,46,0,0,0,0,0,0,0,0,481,1.153846154,0.239884855,104.865309,105.0039333,0.138624283,19513,202323,367,3,0.817438692,276,0,0.207900208,3,3,2,2,2,2,10
MB 7094,457,450,101.5555556,425.3076923,16,15.0479291,24,28,0,0,0,0,0,0,0,0,457,2.692307692,0.58912641,106.6791576,106.6950284,0.015870874,19513,202323,368,11,2.989130435,168,0,5.251641138,3,1,2,2,2,2,8
MBW Cimarron,392,399,98.24561404,391,10,10.23017903,3,25,0,0,0,0,0,0,0,0,392,2,0.510204082,108.3401728,108.4997606,0.159587774,19513,202323,330,10,3.03030303,150,0,0.765306122,3,3,2,2,2,2,10
MBW Cyclone,388,403,96.27791563,331.5384615,14,16.89095128,1,46,1,1,0,0,0,0,0,1,388,3.538461538,0.911974623,100.6486185,100.6914439,0.134474448,19513,202323,234,10,4.273504274,276,0.362318841,0.257731959,3,3,2,2,2,2,10
MBW Yuma,176,203,86.69950739,171.6923077,10,23.29749104,0,30,0,0,0,0,0,0,0,0,176,1.461538462,0.83041958,105.7493857,105.7493857,0.362068966,19513,202323,93,0,0,180,0,0,3,3,2,2,0,0,8
Skyline Boar Stud,169,200,84.5,161.5384615,14,34.66666667,0,8,0,0,0,0,0,0,0,0,169,0.384615385,0.227583068,101.1451766,101.1451766,0,19513,202323,116,0,0,48,0,0,3,3,2,2,0,2,10
SPG9644,356,0,0,355.9230769,9,10.11454506,9,30,1,1,0,0,0,0,0,1,356,0.846153846,0.237683665,104.5518464,104.6813495,0.129503163,19513,202323,326,9,2.760736196,180,0.555555556,2.528089888,3,2,2,2,2,2,9
SPGNC,203,220,92.27272727,208.2307692,7,13.44661987,0,50,0,0,0,0,0,0,0,0,203,2.615384615,1.288366806,113.9920202,114.7447476,0.752727398,19513,202323,123,7,5.691056911,300,0,0,3,3,2,1,1,2,10
SPGVA,269,292,92.12328767,274.7692308,7,10.19036954,0,75,0,0,0,0,0,0,0,0,269,0.923076923,0.343151273,110.9093058,113.9290855,2.443841706,19513,202323,157,0,0,450,0,0,3,3,2,2,0,2,10
MB 7081,195,200,97.5,189.9230769,14,29.48562171,1,31,0,0,0,0,0,0,0,0,195,1.307692308,0.67061144,106.3715478,106.4745746,0.085375271,19520,202324,72,4,5.555555556,186,0,0.512820513,3,3,2,1,1,1,9
MB 7082,207,200,103.5,204.0769231,5,9.800226159,1,29,0,0,0,0,0,0,0,0,207,1.692307692,0.817539948,105.7349428,105.7349428,0.014705882,19520,202324,93,0,0,174,0,0.483091787,3,3,2,2,0,0,8
MB 7092,484,250,193.6,461.5384615,28,24.26666667,0,46,0,0,0,0,0,0,0,0,484,9.615384615,1.986649714,106.7831638,106.7925545,0.009390723,19520,202324,328,9,2.743902439,276,0,0,3,3,2,2,2,2,10
MB 7093,476,450,105.7777778,462.2307692,22,19.0381095,4,48,0,0,0,0,0,0,0,0,476,1.153846154,0.242404654,104.9383487,105.0115816,0.073232942,19520,202324,351,5,1.424501425,288,0,0.840336134,3,3,2,2,2,2,10
MB 7094,454,450,100.8888889,438.2307692,16,14.60417764,23,28,0,0,0,0,0,0,0,0,454,3.153846154,0.69467977,106.5237665,106.5729273,0.049160755,19520,202324,328,0,0,168,0,5.066079295,3,1,2,2,0,0,6
MBW Cimarron,388,399,97.24310777,389.5384615,12,12.32227488,3,24,1,1,0,0,0,0,0,1,388,2.846153846,0.733544806,108.1818525,108.2395096,0.057657083,19520,202324,200,8,4,144,0.694444444,0.773195876,3,3,2,2,2,2,10
MBW Cyclone,388,403,96.27791563,334,12,14.37125749,0,48,0,0,0,0,0,0,0,0,388,3.846153846,0.991276764,103.8813458,103.9522752,0.120299676,19520,202324,224,2,0.892857143,288,0,0,3,3,2,2,2,2,10
MBW Yuma,171,203,84.2364532,172.6153846,8,18.53832442,0,30,0,0,0,0,0,0,0,0,171,1.538461538,0.89968511,105.3066417,105.3066417,0.080357143,19520,202324,100,2,2,180,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,168,200,84,161.8461538,10,24.7148289,0,8,0,0,0,0,0,0,0,0,168,0.384615385,0.228937729,100.4615635,100.4615635,0,19520,202324,114,0,0,48,0,0,3,3,2,2,0,2,10
SPG9644,354,0,0,356.3846154,11,12.34621196,8,28,0,0,0,0,0,0,0,0,354,0.923076923,0.260756193,104.9750794,105.2656039,0.290524502,19520,202324,269,3,1.115241636,168,0,2.259887006,3,2,2,2,2,2,9
SPGNC,200,220,90.90909091,207.6923077,7,13.48148148,0,48,0,0,0,0,0,0,0,0,200,2.846153846,1.423076923,113.8571959,114.6195254,0.762329471,19520,202324,131,3,2.290076336,288,0,0,3,3,2,2,2,2,10
SPGVA,268,292,91.78082192,274.2307692,8,11.66900421,1,74,0,0,0,0,0,0,0,0,268,0.923076923,0.344431688,110.9369735,114.1426209,2.442325256,19520,202324,157,0,0,444,0,0.373134328,3,3,2,2,0,2,10
MB 7081,192,200,96,190.4615385,14,29.40226171,1,34,1,1,0,0,0,0,0,1,192,1.307692308,0.681089744,106.8176614,106.9528245,0.091717795,19527,202325,63,0,0,204,0.490196078,0.520833333,3,3,2,2,0,0,8
MB 7082,204,200,102,204.5384615,5,9.778112072,1,31,0,0,0,0,0,0,0,0,204,1.846153846,0.90497737599999994,105.3279771,105.3279771,0,19527,202325,119,3,2.521008403,186,0,0.490196078,3,3,2,2,2,2,10
MB 7092,481,250,192.4,467.2307692,25,21.40270003,0,49,0,0,0,0,0,0,0,0,481,9.692307692,2.015032784,106.6820976,106.6828248,7.27e-4,19527,202325,343,8,2.332361516,294,0,0,3,3,2,2,2,2,10
MB 7093,476,450,105.7777778,462.8461538,22,19.01279707,5,49,0,0,0,0,0,0,0,0,476,1.153846154,0.242404654,103.3529196,103.3913566,0.038437073,19527,202325,432,16,3.703703704,294,0,1.050420168,3,3,2,2,2,2,10
MB 7094,454,450,100.8888889,444.0769231,14,12.61042785,24,28,0,0,0,0,0,0,0,0,454,3.307692308,0.728566588,106.8898979,106.8931559,0.003257974,19527,202325,364,12,3.296703297,168,0,5.286343612,3,1,2,2,2,2,8
MBW Cimarron,384,399,96.2406015,387.7692308,14,14.44157905,57,26,0,0,0,0,0,0,0,0,384,2.769230769,0.721153846,108.1499962,108.2741108,0.12411455,19527,202325,278,11,3.956834532,156,0,14.84375,3,0,2,2,2,2,7
MBW Cyclone,387,403,96.02977667,336.7692308,11,13.06532663,0,49,1,1,0,0,0,0,0,1,387,4,1.033591731,105.3225852,105.3585595,0.031828063,19527,202325,214,12,5.607476636,294,0.340136054,0,3,3,2,1,1,1,9
MBW Yuma,169,203,83.25123153,173.7692308,8,18.41522798,0,26,0,0,0,0,0,0,0,0,169,1.846153846,1.092398726,105.540903,105.540903,0.027272727,19527,202325,90,2,2.222222222,156,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,226,200,113,166.7692308,9,21.58671587,6,8,0,0,0,0,0,0,0,0,226,0.384615385,0.170183799,108.4679297,108.4679297,0.352941176,19527,202325,114,0,0,48,0,2.654867257,3,2,2,2,0,2,9
SPG9644,352,0,0,356.9230769,12,13.44827586,9,25,0,0,0,0,0,0,0,0,352,1.153846154,0.327797203,104.2663085,104.317004,0.050695516,19527,202325,361,6,1.662049861,150,0,2.556818182,3,2,2,2,2,2,9
SPGNC,199,220,90.45454545,207,8,15.4589372,0,54,0,0,0,0,0,0,0,0,199,2.692307692,1.352918438,113.4234845,113.7233259,0.299841405,19527,202325,134,5,3.731343284,324,0,0,3,3,2,2,2,2,10
SPGVA,268,292,91.78082192,273.3846154,8,11.70512099,1,74,0,0,0,0,0,0,0,0,268,0.923076923,0.344431688,111.853524,114.4045188,1.700663193,19527,202325,158,0,0,444,0,0.373134328,3,3,2,2,0,2,10
MB 7081,192,200,96,191,13,27.22513089,1,31,0,0,0,0,0,0,0,0,192,1.615384615,0.841346154,105.9951887,106.1001511,0.088214166,19534,202326,74,1,1.351351351,186,0,0.520833333,3,3,2,2,2,2,10
MB 7082,205,200,102.5,206.6153846,6,11.61578555,0,31,0,0,0,0,0,0,0,0,205,1.923076923,0.938086304,104.8971292,105.0190584,0.135985561,19534,202326,109,3,2.752293578,186,0,0,3,3,2,2,2,2,10
MB 7092,475,250,190,473.1538462,28,23.67094781,0,45,0,0,0,0,0,0,0,0,476,10.07692308,2.117000646,106.6194577,106.6194577,0,19534,202326,429,10,2.331002331,270,0,0,3,3,2,2,2,2,10
MB 7093,470,450,104.4444444,463.5384615,24,20.71025556,8,57,0,0,0,0,0,0,0,0,470,1.153846154,0.245499182,105.252693,105.4057323,0.153039255,19534,202326,333,10,3.003003003,342,0,1.70212766,3,3,2,2,2,2,10
MB 7094,529,450,117.5555556,456.1538462,15,13.153457,26,26,0,0,0,0,0,0,0,0,529,3.769230769,0.712519994,106.74398,106.7893394,0.045359403,19534,202326,303,8,2.640264026,156,0,4.914933837,3,1,2,2,2,2,8
MBW Cimarron,393,399,98.4962406,386.5384615,14,14.48756219,5,24,0,0,0,0,0,0,0,0,393,3.076923077,0.782932081,107.8473645,107.9098476,0.062483081,19534,202326,318,13,4.088050314,144,0,1.272264631,3,3,2,2,2,2,10
MBW Cyclone,382,403,94.78908189,339.6153846,14,16.48924122,0,46,0,0,0,0,0,0,0,0,382,4.307692308,1.127668143,105.0214856,105.0536399,0.028162026,19534,202326,224,4,1.785714286,276,0,0,3,3,2,2,2,2,10
MBW Yuma,167,203,82.26600985,174.9230769,9,20.58047493,0,29,0,0,0,0,0,0,0,0,167,1.846153846,1.105481345,105.3224761,105.3224761,0.018018018,19534,202326,88,4,4.545454545,174,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,226,200,113,171.7692308,9,20.95835199,0,10,0,0,0,0,0,0,0,0,226,0.461538462,0.204220558,110.1867822,110.2001593,0.013377194,19534,202326,121,0,0,60,0,0,3,3,2,2,0,2,10
SPG9644,348,0,0,357.6153846,14,15.65928157,11,31,0,0,0,0,0,0,0,0,348,1.461538462,0.419982317,104.0297842,104.076036,0.046251783,19534,202326,235,4,1.70212766,186,0,3.16091954,3,2,2,2,2,2,9
SPGNC,199,220,90.45454545,206.2307692,8,15.51659828,0,58,0,0,0,0,0,0,0,0,199,2.615384615,1.314263626,111.9404427,112.508595,0.568152294,19534,202326,132,2,1.515151515,348,0,0,3,3,2,2,2,2,10
SPGVA,267,292,91.43835616,271.5384615,7,10.31161473,1,72,0,0,0,0,0,0,0,0,267,0.923076923,0.345721694,112.2230671,116.7591333,2.888280349,19534,202326,115,0,0,432,0,0.374531835,3,3,2,2,0,2,10
MB 7081,192,200,96,191,13,27.22513089,1,31,0,0,0,0,0,0,0,0,192,1.615384615,0.841346154,105.9951887,106.1001511,0.088214166,19534,202326,74,1,1.351351351,186,0,0.520833333,3,3,2,2,2,2,10
MB 7082,205,200,102.5,206.6153846,6,11.61578555,0,31,0,0,0,0,0,0,0,0,205,1.923076923,0.938086304,104.8971292,105.0190584,0.135985561,19534,202326,109,3,2.752293578,186,0,0,3,3,2,2,2,2,10
MB 7092,475,250,190,473.1538462,28,23.67094781,0,45,0,0,0,0,0,0,0,0,476,10.07692308,2.117000646,106.6194577,106.6194577,0,19534,202326,429,10,2.331002331,270,0,0,3,3,2,2,2,2,10
MB 7093,470,450,104.4444444,463.5384615,24,20.71025556,8,57,0,0,0,0,0,0,0,0,470,1.153846154,0.245499182,105.252693,105.4057323,0.153039255,19534,202326,333,10,3.003003003,342,0,1.70212766,3,3,2,2,2,2,10
MB 7094,529,450,117.5555556,456.1538462,15,13.153457,26,26,0,0,0,0,0,0,0,0,529,3.769230769,0.712519994,106.74398,106.7893394,0.045359403,19534,202326,303,8,2.640264026,156,0,4.914933837,3,1,2,2,2,2,8
MBW Cimarron,393,399,98.4962406,386.5384615,14,14.48756219,5,24,0,0,0,0,0,0,0,0,393,3.076923077,0.782932081,107.8473645,107.9098476,0.062483081,19534,202326,318,13,4.088050314,144,0,1.272264631,3,3,2,2,2,2,10
MBW Cyclone,382,403,94.78908189,339.6153846,14,16.48924122,0,46,0,0,0,0,0,0,0,0,382,4.307692308,1.127668143,105.0214856,105.0536399,0.028162026,19534,202326,224,4,1.785714286,276,0,0,3,3,2,2,2,2,10
MBW Yuma,167,203,82.26600985,174.9230769,9,20.58047493,0,29,0,0,0,0,0,0,0,0,167,1.846153846,1.105481345,105.3224761,105.3224761,0.018018018,19534,202326,88,4,4.545454545,174,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,226,200,113,171.7692308,9,20.95835199,0,11,0,0,0,0,0,0,0,0,226,0.461538462,0.204220558,107.6074921,107.6074921,0,19534,202326,121,0,0,66,0,0,3,3,2,2,0,2,10
SPG9644,348,0,0,357.6153846,14,15.65928157,11,31,0,0,0,0,0,0,0,0,348,1.461538462,0.419982317,104.0297842,104.076036,0.046251783,19534,202326,235,4,1.70212766,186,0,3.16091954,3,2,2,2,2,2,9
SPGNC,199,220,90.45454545,206.2307692,8,15.51659828,0,58,0,0,0,0,0,0,0,0,199,2.615384615,1.314263626,111.9404427,112.508595,0.568152294,19534,202326,132,2,1.515151515,348,0,0,3,3,2,2,2,2,10
SPGVA,267,292,91.43835616,271.5384615,8,11.78470255,1,71,0,0,0,0,0,0,0,0,267,0.923076923,0.345721694,112.0883934,114.4614333,1.565458234,19534,202326,172,0,0,426,0,0.374531835,3,3,2,2,0,2,10
MB 7081,191,200,95.5,191.0769231,14,29.30756844,1,33,0,0,0,0,0,0,0,0,191,1.846153846,0.966572694,106.062635,106.1689912,0.146456308,19541,202327,68,0,0,198,0,0.523560209,3,3,2,2,0,0,8
MB 7082,205,200,102.5,207.1538462,6,11.58559228,0,32,0,0,0,0,0,0,0,0,205,2.076923077,1.013133208,105.2020054,105.2020054,0,19541,202327,104,3,2.884615385,192,0,0,3,3,2,2,2,2,10
MB 7092,472,250,188.8,479,30,25.05219207,0,46,0,0,0,0,0,0,0,0,472,9.692307692,2.05345502,106.4070757,106.4074979,4.22e-4,19541,202327,448,9,2.008928571,276,0,0,3,3,2,2,2,2,10
MB 7093,409,450,90.88888889,464,30,25.86206897,5,43,0,0,0,0,0,0,0,0,409,1.153846154,0.282113974,104.8330934,104.9355214,0.102428052,19541,202327,397,7,1.763224181,258,0,1.222493888,3,3,2,2,2,2,10
MB 7094,487,450,108.2222222,467.9230769,28,23.93555811,3,27,0,0,0,0,0,0,0,0,487,3.923076923,0.805559943,107.9914379,108.0457144,0.054276501,19541,202327,292,1,0.342465753,162,0,0.616016427,3,3,2,2,2,2,10
MBW Cimarron,392,399,98.24561404,385.4615385,8,8.30173618,6,28,1,1,0,0,0,0,0,1,392,3.076923077,0.784929356,108.2311831,108.2558409,0.024657806,19541,202327,317,1,0.315457413,168,0.595238095,1.530612245,3,3,2,2,2,2,10
MBW Cyclone,377,403,93.5483871,342.0769231,15,17.53991455,0,45,1,2,0,0,0,1,1,0,377,4.153846154,1.101815956,103.9734966,103.9734966,0.012383901,19541,202327,270,13,4.814814815,270,0.740740741,0,3,3,2,2,2,2,10
MBW Yuma,158,203,77.83251232,176.0769231,11,24.9890782,0,28,0,0,0,0,0,0,0,0,158,1.923076923,1.217137293,105.47144780000001,105.47144780000001,0.020408163,19541,202327,86,3,3.488372093,168,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,224,200,112,176.8461538,7,15.83297086,0,12,0,0,0,0,0,0,0,0,224,0.692307692,0.309065934,108.0580288,108.0580288,0,19541,202327,119,0,0,72,0,0,3,3,2,2,0,2,10
SPG9644,344,0,0,359.2307692,18,20.04282655,11,30,0,0,0,0,0,0,0,0,344,1.692307692,0.491949911,104.1493391,104.1629097,0.013570618,19541,202327,319,5,1.567398119,180,0,3.197674419,3,2,2,2,2,2,9
SPGNC,197,220,89.54545455,205.9230769,8,15.53978334,0,61,0,0,0,0,0,0,0,0,197,2.538461538,1.288559157,113.0433625,113.3732685,0.329906028,19541,202327,142,5,3.521126761,366,0,0,3,3,2,2,2,2,10
SPGVA,267,292,91.43835616,270.9230769,8,11.81147076,0,67,0,0,0,0,0,0,0,0,267,1,0.374531835,112.7619798,114.7658717,1.643354158,19541,202327,180,0,0,402,0,0,3,3,2,2,0,2,10
MB 7081,189,200,94.5,191.0769231,15,31.40096618,0,30,0,0,0,0,0,0,0,0,189,2.076923077,1.098901099,106.1912398,106.2537771,0.044419023,19548,202328,110,0,0,180,0,0,3,3,2,2,0,0,8
MB 7082,205,200,102.5,207.6923077,5,9.62962963,0,30,0,0,0,0,0,0,0,0,205,2.076923077,1.013133208,105.0281991,105.0281991,0.007575758,19548,202328,97,0,0,180,0,0,3,3,2,2,0,0,8
MB 7092,547,250,218.8,490.8461538,31,25.26249804,0,44,0,0,0,0,0,0,0,0,547,9.461538462,1.729714527,106.7762752,106.7908427,0.014567482,19548,202328,392,10,2.551020408,264,0,0,3,3,2,2,2,2,10
MB 7093,408,450,90.66666667,460.1538462,31,26.94750919,7,45,0,0,0,0,0,0,0,0,408,1.153846154,0.28280543,105.1187298,105.1301173,0.01138749,19548,202328,293,4,1.365187713,270,0,1.715686275,3,3,2,2,2,2,10
MB 7094,486,450,108,476.6153846,27,22.6597805,0,28,0,0,0,0,0,0,0,0,486,4.461538462,0.918012029,107.1735721,107.6511931,0.47762102,19548,202328,294,7,2.380952381,168,0,0,3,3,2,2,2,2,10
MBW Cimarron,389,399,97.49373434,386.6153846,9,9.311579785,7,26,0,0,0,0,0,0,0,0,389,3.230769231,0.830531936,107.9658865,107.9705633,0.004676781,19548,202328,313,0,0,156,0,1.799485861,3,3,2,2,0,0,8
MBW Cyclone,375,403,93.05210918,344.5384615,13,15.09265461,0,46,0,0,0,0,0,0,0,0,375,4.230769231,1.128205128,104.6063375,104.6834982,0.094863161,19548,202328,309,8,2.588996764,276,0,0,3,3,2,2,2,2,10
MBW Yuma,188,203,92.61083744,176.5384615,9,20.39215686,0,26,0,0,0,0,0,0,0,0,188,2,1.063829787,105.1651759,105.1651759,0.02020202,19548,202328,87,3,3.448275862,156,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,221,200,110.5,182.0769231,7,15.37811576,0,12,0,0,0,0,0,0,0,0,221,0.692307692,0.313261399,107.8967522,107.8967522,0,19548,202328,112,0,0,72,0,0,3,3,2,2,0,2,10
SPG9644,344,0,0,360.7692308,18,19.95735608,11,26,0,0,0,0,0,0,0,0,344,1.846153846,0.53667263,103.8419508,105.4111853,1.569234461,19548,202328,201,7,3.482587065,156,0,3.197674419,3,2,2,2,2,2,9
SPGNC,195,220,88.63636364,205.6153846,11,21.39917695,0,61,0,0,0,0,0,0,0,0,195,2.153846154,1.104536489,112.1743643,112.7663695,0.59200515,19548,202328,138,4,2.898550725,366,0,0,3,3,2,2,2,2,10
SPGVA,266,292,91.09589041,270.3076923,9,13.31815595,0,71,0,0,0,0,0,0,0,0,266,1.076923077,0.4048583,112.6709508,114.4732636,1.134705975,19548,202328,182,0,0,426,0,0,3,3,2,2,0,2,10
MB 7081,189,200,94.5,191,14,29.31937173,1,30,0,0,0,0,0,0,0,0,189,2.307692308,1.221001221,105.749737,105.749737,0.025,19555,202329,83,3,3.614457831,180,0,0.529100529,3,3,2,2,2,2,10
MB 7082,204,200,102,206.7692308,0,0,2,30,1,2,0,0,0,0,1,1,204,2,0.980392157,105.2314461,105.3610678,0.106720786,19555,202329,96,3,3.125,180,1.111111111,0.980392157,3,3,0,2,2,2,8
MB 7092,503,250,201.2,496.6923077,34,27.38113675,0,47,0,0,0,0,0,0,0,0,503,9.692307692,1.926900138,107.6753151,107.6773799,0.002064779,19555,202329,419,7,1.670644391,282,0,0,3,3,2,2,2,2,10
MB 7093,407,450,90.44444444,456.2307692,29,25.42572922,8,43,0,0,0,0,0,0,0,0,407,1.153846154,0.283500284,104.3520668,104.3696786,0.017611767,19555,202329,400,5,1.25,258,0,1.965601966,3,3,2,2,2,2,10
MB 7094,484,450,107.5555556,477.6923077,26,21.77133655,0,32,0,0,0,0,0,0,0,0,484,4.692307692,0.96948506,107.4644256,107.590987,0.126561378,19555,202329,301,12,3.986710963,192,0,0,3,3,2,2,2,2,10
MBW Cimarron,388,399,97.24310777,387.6153846,8,8.255606271,12,27,0,0,0,0,0,0,0,0,388,3.307692308,0.852498017,107.5073696,107.5109423,0.003572698,19555,202329,310,9,2.903225806,162,0,3.092783505,3,2,2,2,2,2,9
MBW Cyclone,374,403,92.80397022,346.1538462,14,16.17777778,1,45,0,0,0,0,0,0,0,0,374,4,1.069518717,104.5974305,104.598324,0.004201831,19555,202329,286,12,4.195804196,270,0,0.267379679,3,3,2,2,2,2,10
MBW Yuma,188,203,92.61083744,176.1538462,9,20.43668122,0,26,0,0,0,0,0,0,0,0,188,2.076923077,1.104746318,105.0506042,105.0506042,0.038095238,19555,202329,86,0,0,156,0,0,3,3,2,2,0,0,8
Skyline Boar Stud,220,200,110,187.1538462,7,14.96095356,0,11,0,0,0,0,0,0,0,0,220,0.615384615,0.27972028,108.1044417,108.1044417,0,19555,202329,174,0,0,66,0,0,3,3,2,2,0,2,10
SPG9644,342,0,0,358.6153846,20,22.30802231,10,20,0,0,0,0,0,0,0,0,342,1.923076923,0.562303194,104.4612167,104.5313496,0.070132934,19555,202329,297,4,1.346801347,120,0,2.923976608,3,2,2,2,2,2,9
SPGNC,195,220,88.63636364,205.1538462,11,21.44731909,0,66,0,0,0,0,0,0,0,0,195,2.076923077,1.065088757,112.8081323,113.2819435,0.47381125,19555,202329,124,3,2.419354839,396,0,0,3,3,2,2,2,2,10
SPGVA,265,292,90.75342466,269.6153846,8,11.86875892,1,62,0,0,0,0,0,0,0,0,266,1.076923077,0.4048583,112.1954344,114.5789266,1.443309173,19555,202329,164,0,0,372,0,0.377358491,3,3,2,2,0,2,10
MB 7081,188,200,94,191,14,29.31937173,0,32,0,0,0,0,0,0,0,0,188,2.461538462,1.309328969,105.5937548,105.5985427,0.003314731,19562,202330,94,3,3.191489362,192,0,0,3,3,2,2,2,2,10
MB 7082,204,200,102,207.6923077,0,0,6,30,0,0,0,0,0,0,0,0,204,2,0.980392157,105.2434169,105.2434169,0,19562,202330,98,3,3.06122449,180,0,2.941176471,3,2,2,2,2,2,9
MB 7092,501,250,200.4,502.5384615,39,31.04240012,0,44,0,0,0,0,0,0,0,0,501,9.538461538,1.903884539,107.881261,107.9038523,0.0225913,19562,202330,385,8,2.077922078,264,0,0,3,3,2,2,2,2,10
MB 7093,484,450,107.5555556,458.5384615,22,19.19141084,7,48,0,0,0,0,0,0,0,0,484,0.692307692,0.143038779,105.3031447,105.3906566,0.087511889,19562,202330,264,9,3.409090909,288,0,1.446280992,3,3,2,2,2,2,10
MB 7094,484,450,107.5555556,478.7692308,26,21.72236504,0,35,0,0,0,0,0,0,0,0,484,4.769230769,0.985378258,107.168163,108.2438566,1.075693644,19562,202330,224,6,2.678571429,210,0,0,3,3,2,2,2,2,10
MBW Cimarron,386,399,96.74185464,388.6923077,8,8.23273303,9,26,5,9,0,1,1,1,1,5,386,3.384615385,0.876843364,107.6953465,107.6953465,0,19562,202330,308,6,1.948051948,156,5.769230769,2.331606218,3,2,0,2,2,2,7
